3155,JOURNAL OF COMPOSITES FOR CONSTRUCTION,"7,135",3.925,0.00471,,,,,,,,,,
3156,DRUGS & AGING,"4,536",3.923,0.00473,17198975,18248311,19419196,21083197,25159041,28356054,29620889,31699458,32154737,7830418
3157,DRUG METABOLISM AND DISPOSITION,"16,269",3.922,0.00875,,,,,,,,,,
3158,PLANT FOODS FOR HUMAN NUTRITION,"4,525",3.921,0.00173,26310198,26847187,29500810,30887272,31209704,31243622,31522406,31758301,31832980,33037564
3158,BMC Geriatrics,"10,235",3.921,0.01873,33228557,33228601,33238911,33243161,33256631,33272208,33297973,33302879,33302888,33342426
3158,NEUROCHEMISTRY INTERNATIONAL,"10,823",3.921,0.00809,31002893,31100304,31170424,31323247,31377135,31430518,31626830,32092326,33068686,33259862
3158,BMC Geriatrics,"10,235",3.921,0.01873,33228557,33228601,33238911,33243161,33256631,33272208,33297973,33302879,33302888,33342426
3162,IEEE-ACM Transactions on Audio Speech and Language Processing,"4,568",3.919,0.00815,25599083,27135042,31106230,31223631,31485462,31984214,33178880,33748324,33748328,33748329
3162,NEUROREHABILITATION AND NEURAL REPAIR,"6,710",3.919,0.00688,,,,,,,,,,
3164,International Journal of Health Geographics,"3,384",3.918,0.00245,22998945,25174719,26014352,26790403,29792189,31043176,32160889,32631358,33276781,33298076
3164,FOOD TECHNOLOGY AND BIOTECHNOLOGY,"2,994",3.918,0.00155,25969783,27255274,28298196,31253157,31399136,32228563,32552807,32843009,32993601,33066751
3164,International Journal of Health Geographics,"3,384",3.918,0.00245,22998945,25174719,26014352,26790403,29792189,31043176,32160889,32631358,33276781,33298076
3167,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,"1,755",3.916,0.00426,30687579,30687580,,,,,,,,
3167,CIRP ANNALS-MANUFACTURING TECHNOLOGY,"13,693",3.916,0.00821,28065985,28603291,30996391,32165741,34121755,34140745,,,,
3169,BIOLOGICAL CHEMISTRY,"7,481",3.915,0.00582,28455951,29447113,29883318,30352021,30738013,30864421,31063456,31693490,32045348,32918804
3169,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,"1,904",3.915,0.00177,,,,,,,,,,
3169,PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,"1,904",3.915,0.00177,,,,,,,,,,
3172,INTERNATIONAL JOURNAL OF HYPERTHERMIA,"6,199",3.914,0.00606,31535588,31537158,31537159,31795827,31795830,31818170,31964196,32515240,32664768,32689831
3173,ADDICTIVE BEHAVIORS,"17,650",3.913,0.02223,32220564,32330652,32335397,32622027,32652385,32679435,32890912,33310690,33316590,33360444
3173,ADDICTIVE BEHAVIORS,"17,650",3.913,0.02223,32220564,32330652,32335397,32622027,32652385,32679435,32890912,33310690,33316590,33360444
3175,Pharmacogenomics & Personalized Medicine,662,3.912,0.00106,24450107,27864204,28244813,28672100,31009088,31582008,31713162,32580376,33256902,33308868
3176,NEUROTOXICITY RESEARCH,"4,578",3.911,0.00417,29626319,30215161,30707354,30949950,31152314,31637586,31823227,32198706,32399719,32876918
3176,European Physical Journal Plus,"9,682",3.911,0.01364,32435549,32509495,32647596,32832318,32834912,32834913,32834916,32834917,33052299,33101826
3176,PEDOSPHERE,"4,787",3.911,0.00336,,,,,,,,,,
3179,BIODEGRADATION,"3,405",3.909,0.00108,23624724,25331771,27662836,28656497,28836032,29603052,32914250,32949331,32980965,33052472
3179,CANCER IMAGING,"2,143",3.909,0.00228,25609051,25609460,27067149,29037223,30514387,30728071,31615562,31864408,32393345,32703312
3181,OXFORD REVIEW OF ECONOMIC POLICY,"2,973",3.908,0.00264,33633496,34182572,34191914,,,,,,,
3181,European Journal of Cardiovascular Nursing,"2,670",3.908,0.00326,27582285,28498092,28718658,28832179,29808764,31023086,31117812,31234638,31560214,32114797
3181,AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS,"3,067",3.908,0.00424,24124047,25424979,25425112,26239400,28145611,28192633,28306229,30580478,31414570,32048790
3181,European Journal of Cardiovascular Nursing,"2,670",3.908,0.00326,27582285,28498092,28718658,28832179,29808764,31023086,31117812,31234638,31560214,32114797
3185,XENOTRANSPLANTATION,"2,129",3.907,0.0027,25728545,30667108,30710388,30740782,32170808,32372491,32472558,32896009,32940936,33020943
3186,ONCOLOGY REPORTS,"25,746",3.906,0.02636,33000216,33125093,33169798,33416130,33416151,33469677,33846807,34080656,34080664,34278509
3186,Interface Focus,"2,863",3.906,0.00448,27051512,27499845,28839914,29696084,31641433,32382399,32382403,32382406,33178417,33343876
3186,REPRODUCTION,"11,462",3.906,0.00812,30959484,30970326,31247585,31247586,31376814,31600731,31855557,32130205,32442963,33434886
3189,EXPERIMENTAL CELL RESEARCH,"24,581",3.905,0.01603,32268136,32339606,32471682,32735892,32747010,32771524,32926940,32941809,32980292,33168172
3190,OIKOS,"25,814",3.903,0.01165,24273345,25294947,25843980,25883391,25914427,26005221,26663982,32001946,32367896,32467652
3191,JOURNAL OF NEPHROLOGY,"3,926",3.902,0.00446,30689126,31119681,31576500,31598912,32323202,32613527,32691342,32876940,33037598,33242211
3191,CORAL REEFS,"8,652",3.902,0.0057,22833700,23997654,24443641,28781576,29129968,30930680,31632191,32025194,33424105,33437112
3191,Journal of the Mechanical Behavior of Biomedical Materials,"15,308",3.902,0.01765,32905921,32957189,32957242,32957258,33172798,33176998,33234497,33254008,33333480,33341739
3194,GEOFORUM,"11,684",3.901,0.0159,32292206,32292207,32327764,32565554,32834079,32836330,32895579,32981950,33024343,33041359
3195,INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES,"30,567",3.9,0.01774,,,,,,,,,,
3195,International Journal of Rail Transportation,463,3.9,0.00058,,,,,,,,,,
3197,HIPPOCAMPUS,"9,540",3.899,0.00839,27935155,28843041,29722465,31334573,32022387,32119171,32812312,33185288,33207019,33241886
3197,Sustainable Energy Grids & Networks,895,3.899,0.0016,21226208,29512678,30141168,31565278,32069808,32081401,32222751,32294923,32616691,33321795
3197,Language Teaching Research,"2,233",3.899,0.00294,,,,,,,,,,
3200,Applied and Computational Mathematics,467,3.898,0.0009,,,,,,,,,,
3201,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,"13,209",3.896,0.00545,29294188,30840132,31599365,31965336,32036502,32124052,32451785,32696287,32729101,33159594
3201,JOURNAL OF MARRIAGE AND FAMILY,"15,485",3.896,0.00795,,,,,,,,,,
3203,JOURNAL OF HUMAN EVOLUTION,"9,481",3.895,0.00774,29447764,30583838,30583843,31182204,31831189,32146203,32172006,32344263,32781349,33276308
3203,JOURNAL OF HUMAN EVOLUTION,"9,481",3.895,0.00774,29447764,30583838,30583843,31182204,31831189,32146203,32172006,32344263,32781349,33276308
3203,AIDS AND BEHAVIOR,"14,274",3.895,0.0238,,,,,,,,,,
3206,Food & Nutrition Research,"2,451",3.894,0.00299,29668732,29708044,29999416,30585248,31669945,32948456,367112,3892972,4584297,824846
3206,PSYCHO-ONCOLOGY,"15,157",3.894,0.01588,31464026,31971328,31971329,32539199,32596970,32914912,32935374,33217067,33448491,33491289
3206,IEEE Transactions on Network Science and Engineering,"1,287",3.894,0.00211,28435844,29520363,33437845,33748314,33997094,34192124,34409117,,,
3206,PSYCHO-ONCOLOGY,"15,157",3.894,0.01588,31464026,31971328,31971329,32539199,32596970,32914912,32935374,33217067,33448491,33491289
3206,OPTICS EXPRESS,"129,224",3.894,0.13611,34154132,34154152,34154230,34154278,34154301,34265954,34265962,34266012,34266020,34266058
3206,Review of Finance,"3,123",3.894,0.01093,,,,,,,,,,
3212,WEAR,"34,828",3.892,0.01504,21804652,21921971,23794761,25013240,26085697,28316350,29358840,30220743,32287451,33564202
3213,JOURNAL OF GENERAL VIROLOGY,"22,834",3.891,0.01478,15015494,16519916,2158182,23217612,25798531,26917954,27183330,32056844,32560904,33220619
3214,PSICOTHEMA,"4,347",3.89,0.00287,28126053,28693699,29048317,31954426,32249743,32711674,33073751,33073752,33073761,33453732
3215,EXPERT OPINION ON PHARMACOTHERAPY,"6,702",3.889,0.00765,31355689,31693423,31790314,31893957,32027199,32066284,32202451,32237916,32237920,33131345
3216,IEEE Journal of Photovoltaics,"6,429",3.887,0.00928,33224555,33457066,,,,,,,,
3217,AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY,"7,359",3.886,0.0059,29956869,30051540,31206899,32623810,32662111,32678975,32779810,32865300,32885539,32894803
3217,CURRENT GENETICS,"4,615",3.886,0.00551,28653109,30649583,31076843,31147736,31624858,31691023,32077993,32296868,33221975,33331952
3219,IUBMB LIFE,"7,555",3.885,0.00516,30501009,30550633,30556637,30592129,30681767,30746842,30779288,31265188,31769197,32770825
3219,SOCIAL STUDIES OF SCIENCE,"4,666",3.885,0.00444,25803915,28195024,28639539,31694501,32089123,32364047,32865125,32907509,33070697,33167806
3219,SOCIAL STUDIES OF SCIENCE,"4,666",3.885,0.00444,25803915,28195024,28639539,31694501,32089123,32364047,32865125,32907509,33070697,33167806
3222,Journal of Flood Risk Management,"1,856",3.884,0.0024,32030096,32051691,32051692,32454889,,,,,,
3223,JOURNAL OF HEALTH ECONOMICS,"9,140",3.883,0.01484,28040620,29475093,31590065,31837486,32485653,32531565,32683147,32861911,33291016,33387919
3223,Patient-Patient Centered Outcomes Research,"1,738",3.883,0.00324,25726010,26792584,28374286,28795338,28914429,29071525,29968179,31270775,32447607,32666282
3223,Patient-Patient Centered Outcomes Research,"1,738",3.883,0.00324,25726010,26792584,28374286,28795338,28914429,29071525,29968179,31270775,32447607,32666282
3223,JOURNAL OF HEALTH ECONOMICS,"9,140",3.883,0.01484,28040620,29475093,31590065,31837486,32485653,32531565,32683147,32861911,33291016,33387919
3227,LANGMUIR,"125,608",3.882,0.06471,33884880,33929856,33973789,34182756,34236880,34279958,34297576,34297581,34340313,34405682
3228,Emergencias,872,3.881,0.00092,28825274,30033702,30260110,30260117,30656873,31347808,31625298,31909903,32395943,33006827
3229,Biomedical Signal Processing and Control,"6,354",3.88,0.00713,30996730,32719724,32834831,33101452,33123214,33173541,33281921,33362876,33594301,34093724
3229,DIFFERENTIATION,"3,282",3.88,0.00174,27012163,27262400,29626713,30236463,30249413,30718056,31238242,31630077,32473527,32554220
3231,Information Technology & People,"1,917",3.879,0.0018,28566991,28826193,29284905,29460697,29496138,29511850,30016815,31836327,32236764,32990671
3231,Nanocomposites,372,3.879,0.00047,,,,,,,,,,
3233,INTERNATIONAL PSYCHOGERIATRICS,"9,732",3.878,0.01015,30857576,31856932,32326993,32349837,32349850,32450943,32487275,32613924,32635950,32729446
3233,JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS,"1,679",3.878,0.00134,21113315,24163577,24339726,25313271,25328380,25580076,26213459,26279616,28082829,
3233,European Review of Aging and Physical Activity,720,3.878,0.00092,26865880,28203305,28919929,29177018,31333805,31417662,31998411,32336996,32963629,33292174
3233,INTERNATIONAL PSYCHOGERIATRICS,"9,732",3.878,0.01015,30857576,31856932,32326993,32349837,32349850,32450943,32487275,32613924,32635950,32729446
3233,Territory Politics Governance,770,3.878,0.00179,,,,,,,,,,
3238,ORGANOMETALLICS,"36,815",3.876,0.02116,25937692,26294804,30174368,31178615,31363297,32421072,32476698,32742055,32801424,33281270
3238,ORGANIC & BIOMOLECULAR CHEMISTRY,"38,134",3.876,0.04202,12907407,26479750,29582467,31006148,31538119,31815602,32217314,32415295,32712508,33264864
3238,Lipids in Health and Disease,"8,243",3.876,0.00919,30683111,30684960,30954077,31829197,31881889,31901241,32284046,32466773,32493486,32998777
3238,Parasites & Vectors,"19,634",3.876,0.03109,27726811,29661215,30266447,31205245,31678065,31881926,31885223,32448703,32520636,33325205
3238,COMPUTER VISION AND IMAGE UNDERSTANDING,"6,040",3.876,0.00733,,,,,,,,,,
3243,JOURNAL OF DEVELOPMENT ECONOMICS,"12,164",3.875,0.01628,12318394,12339111,12345244,31007347,31007349,31057208,32904677,32904726,33071432,33144750
3243,ADVANCES IN ANATOMIC PATHOLOGY,"1,955",3.875,0.00215,24113309,24508693,28632504,28777142,30507616,31045583,31503031,32205473,32960834,33480599
3245,Applied Water Science,"5,014",3.874,0.0057,26557470,30997300,31700764,33462558,34094797,34189008,34221803,,,
3245,NANOTECHNOLOGY,"49,078",3.874,0.03741,33752185,34098536,34111857,34161935,34165444,34185024,34284362,34320471,34343972,34359053
3247,Journal of Soil Science and Plant Nutrition,"3,256",3.872,0.00203,33191974,33746349,,,,,,,,
3247,HYPERTENSION RESEARCH,"6,915",3.872,0.00529,30617311,30894695,31375757,31656311,31723252,32341442,32483311,32737423,33100322,33398126
3247,Plasma Processes and Polymers,"5,080",3.872,0.00345,17417668,24634643,24795545,29104522,32837491,32837492,34220401,,,
3247,Journal of Information Security and Applications,"1,526",3.872,0.00209,,,,,,,,,,
3251,INTERNATIONAL JOURNAL OF REFRACTORY METALS & HARD MATERIALS,"9,009",3.871,0.00715,28864167,28937680,29318974,29584456,29756288,30496838,30994225,32026590,32671331,32807785
3252,Advances in Parasitology,"2,809",3.87,0.00286,15504537,20206014,23384623,28131365,28131366,28325368,29753342,31630759,32122529,32122532
3253,Expert Review of Gastroenterology & Hepatology,"3,069",3.869,0.00544,25799959,28257716,30578783,30986390,31562236,31730766,32574620,32666200,33080231,33279517
3253,Hormones & Cancer,929,3.869,0.00118,10453350,15268754,15706790,15728791,15831061,20045796,21105447,217175,30914038,6256853
3255,APPETITE,"23,036",3.868,0.02332,32750394,32795566,32828909,32991945,33038479,33068666,33068668,33121998,33161046,33278549
3255,Georisk-Assessment and Management of Risk for Engineered Systems and Geohazards,719,3.868,0.00095,,,,,,,,,,
3257,OPTICS AND LASER TECHNOLOGY,"12,933",3.867,0.0139,,,,,,,,,,
3258,MECHANISM AND MACHINE THEORY,"10,268",3.866,0.00864,,,,,,,,,,
3259,International Journal of Consumer Studies,"4,508",3.864,0.00243,21547247,23814480,33362434,33821146,34220342,34220343,34220344,34230811,,
3260,IEEE TRANSACTIONS ON BROADCASTING,"2,375",3.863,0.00249,,,,,,,,,,
3261,JOURNAL OF COMPUTER ASSISTED LEARNING,"3,323",3.862,0.0033,26858470,29686446,33821075,33821076,34226784,34230741,,,,
3261,ADVANCED ENGINEERING MATERIALS,"13,222",3.862,0.01145,21037972,23447712,25892957,30034272,30581324,30766445,31178660,31555065,31892840,33173409
3261,PLATELETS,"4,438",3.862,0.00561,29442539,29584534,31269407,31296105,31790625,32397915,32456506,32892687,32896192,33259254
3261,MINI-REVIEWS IN MEDICINAL CHEMISTRY,"6,014",3.862,0.00354,29692249,30324879,30659537,30864518,31362687,31481002,31686637,31755386,31880244,32013847
3265,CYTOKINE,"13,407",3.861,0.01428,31816579,32089404,32200949,32544563,32673995,32866898,32916474,33045526,33127259,33360025
3266,International Forum of Allergy & Rhinology,"5,783",3.858,0.00722,23686834,23801659,26889651,26903336,29336054,29438602,30419235,30419237,31273040,33236525
3267,BIOCHEMICAL JOURNAL,"52,811",3.857,0.01871,13670109,14125868,14484490,1509990,4072908,4908743,517438,8362757,8638517,9487665
3268,Frontiers in Neuroanatomy,"4,556",3.856,0.0098,28928639,28974926,29033797,31057371,31849618,32351367,32595459,32765227,32903479,32973463
3269,ADVANCES IN HEALTH SCIENCES EDUCATION,"3,798",3.853,0.00454,26563722,27544386,27817088,30306292,31230163,31641943,33047262,33128662,33179121,33206272
3269,ADVANCES IN HEALTH SCIENCES EDUCATION,"3,798",3.853,0.00454,26563722,27544386,27817088,30306292,31230163,31641943,33047262,33128662,33179121,33206272
3271,Journal of Happiness Studies,"7,683",3.852,0.00675,23304071,25328428,26078701,27642259,32834767,33071624,33100896,33106750,33343225,33994845
3272,Higher Education Research & Development,"4,827",3.851,0.00471,21073368,27708328,28787463,29113515,29394103,29717467,31056630,31173580,31213322,32836336
3272,SEMINARS IN HEMATOLOGY,"2,608",3.851,0.00247,25578413,26404438,26404445,27496304,28088988,30573042,30926095,31202429,32690140,33256900
3274,INVESTIGATIONAL NEW DRUGS,"5,827",3.85,0.00516,30612309,31028664,31124056,31444589,31650446,32008177,32488569,32623551,32772341,33200242
3275,ChemPhotoChem,"1,427",3.849,0.00291,29046892,29057298,29104915,29104916,30393758,31423462,31681833,32856001,32895634,34337147
3275,JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,"5,977",3.849,0.00561,,,,,,,,,,
3277,LANDSCAPE ECOLOGY,"11,520",3.848,0.00912,31857743,32076363,32165789,32214661,32214662,32587435,32836795,33071456,34219965,34334950
3277,JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH,"58,203",3.848,0.04755,11537855,11541126,28944134,30034980,31007999,31008001,32714730,33163318,33282618,33381362
3277,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,"4,903",3.848,0.00437,12545214,12643272,12673383,12796807,12796808,12958648,12958649,14515202,14515203,14614532
3280,CEREBELLUM,"3,968",3.847,0.0051,27271711,27485952,29178021,30284678,30343467,30827014,31165428,31267374,31522332,32632709
3280,GLOBAL CHALLENGES,"1,047",3.847,0.00286,31565248,31565249,31565250,31565253,31565259,31565306,31565373,33173591,33437528,33437529
3282,POLICY SCIENCES,"3,059",3.846,0.00185,32226161,32313308,32351255,32427183,32836406,32836407,32848281,32921821,33846660,34075260
3282,MATERIALS TECHNOLOGY,"2,358",3.846,0.00154,,,,,,,,,,
3284,COMPUTERS & CHEMICAL ENGINEERING,"15,178",3.845,0.01053,11803154,12098112,2289359,2289366,22985531,26934092,29366822,31006363,31635940,32985504
3284,ADVANCES IN THERAPY,"5,488",3.845,0.0092,32291648,32361851,32488657,32621270,32705530,32809209,32845472,32965654,33123967,33367987
3284,DEVELOPMENTAL PSYCHOLOGY,"29,519",3.845,0.01966,30234338,31464489,31464506,32077712,32134294,32134295,32162936,32309981,32700946,32790442
3284,Tissue Engineering Part A,"11,228",3.845,0.00686,29687749,30426843,30995199,30995200,32191567,32272857,32434421,32697675,32962564,33393875
3288,AMERICAN JOURNAL OF BOTANY,"19,318",3.844,0.00922,30860611,31903551,32086803,32496601,32498125,32737992,32901939,33001459,33482683,33893635
3288,SYSTEMATIC ENTOMOLOGY,"3,055",3.844,0.0033,26074661,26279602,27076698,30147221,30988552,32327872,32327873,32327874,,
3290,NEUROMOLECULAR MEDICINE,"2,423",3.843,0.00178,23807571,24615633,30830566,31745713,31902115,32914259,33067719,33206321,33210212,33386577
3290,Sports Health-A Multidisciplinary Approach,"2,942",3.843,0.00396,,,,,,,,,,
3292,Andrology,"3,870",3.842,0.00612,29978951,30565439,31099174,31901222,32026626,32068334,32524732,32533891,32649023,32959490
3292,Neural Development,"1,135",3.842,0.00129,19580683,25896902,29653548,29673388,29712572,29855353,30867016,31888774,32741370,33413602
3292,Therapeutic Advances in Drug Safety,"1,213",3.842,0.00208,27034772,27695622,29593860,29796248,29854389,31019676,31807265,32313618,32782779,33240478
3295,CHINA JOURNAL,935,3.84,0.00153,10283054,10310354,20261359,21014666,6944564,7872200,8271097,8271098,9018834,9291563
3295,Journal of Oncology Practice,"5,368",3.84,0.01391,28898589,29517954,29529389,30423270,30763199,30861367,31322987,31386609,31600461,31715122
3295,BIOSCIENCE REPORTS,"10,164",3.84,0.01478,33006365,33015704,33030522,33146673,33201172,33306121,33409535,33942870,34100529,34100916
3295,POSTGRADUATE MEDICINE,"3,169",3.84,0.00385,28277858,29039237,30424704,30449220,31482756,31566048,31608743,32573311,32869711,33245005
3299,GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,"3,292",3.838,0.00369,,,,,,,,,,
3300,Critical Studies in Education,"1,313",3.837,0.00191,,,,,,,,,,
3300,JOURNAL OF ABNORMAL CHILD PSYCHOLOGY,"12,116",3.837,0.0105,28255673,29327313,30796648,31802369,32078089,32086729,32291545,32594294,32623544,32696103
3300,JOURNAL OF ORAL REHABILITATION,"7,769",3.837,0.00471,29679503,29878444,29926505,30556146,30664815,30993738,31038764,32196720,32658317,33047362
3300,Quantitative Imaging in Medicine and Surgery,"2,318",3.837,0.00381,32489929,32550137,32676364,32742952,32742956,32742959,32742961,32742963,33269230,33392032
3304,International Journal of Mental Health and Addiction,"3,487",3.836,0.00328,26161047,27688740,28798552,29904331,32226353,32372892,32395095,32406404,32837427,33424514
3304,International Journal of Mental Health and Addiction,"3,487",3.836,0.00328,26161047,27688740,28798552,29904331,32226353,32372892,32395095,32406404,32837427,33424514
3304,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,"2,029",3.836,0.00167,,,,,,,,,,
3304,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,"2,029",3.836,0.00167,,,,,,,,,,
3308,Open Forum Infectious Diseases,"6,969",3.835,0.02446,33134424,33204762,33209957,33230485,33241066,33324719,33349793,33403218,33447639,33447642
3309,IEEE Antennas and Wireless Propagation Letters,"19,356",3.834,0.02651,21866218,25132808,25419189,25705136,28603458,,,,,
3310,IEEE Transactions on Biomedical Circuits and Systems,"4,012",3.833,0.00685,31613780,31944986,31944987,32078560,32149696,32746342,32746347,32956066,33180732,33201828
3310,INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION,"6,128",3.833,0.00356,25933484,29574144,31029924,32135416,32540674,32653760,32791444,32866899,33545541,9178286
3310,Mycotoxin Research,"1,508",3.833,0.00118,23604688,23605574,23605707,23605906,23606080,26433950,27554261,30968272,31989413,34319528
3310,ATTACHMENT & HUMAN DEVELOPMENT,"2,782",3.833,0.00157,16252291,29998422,30395356,31415711,31530158,31739122,32208913,32533796,32927347,33333302
3314,BioImpacts,"1,093",3.831,0.00114,23678401,25901290,26457247,28265540,30397586,32793434,32983935,32983936,33469502,33469510
3315,Journal of Applied Research in Memory and Cognition,"1,644",3.83,0.00453,22448346,23162788,26029498,28066703,28936393,31660288,31700775,32905023,33391983,34026469
3316,BRITISH JOURNAL OF BIOMEDICAL SCIENCE,983,3.829,0.00065,21706919,26126326,27182669,27182670,28206852,28657840,29043909,30295133,31818192,33252323
3316,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,"3,545",3.829,0.00453,,,,,,,,,,
3316,AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE,"3,545",3.829,0.00453,,,,,,,,,,
3319,Current Stem Cell Research & Therapy,"1,834",3.828,0.00198,18468231,19366754,25372080,25890180,29213192,29567538,29895256,30239705,31209293,31862303
3319,REPRODUCTIVE BIOMEDICINE ONLINE,"9,200",3.828,0.00891,31421710,32466994,32466995,32600946,32651106,32723696,32826162,32962928,32978072,33288478
3321,Bulletin of Earthquake Engineering,"6,796",3.827,0.00898,,,,,,,,,,
3322,AMERICAN JOURNAL OF NEURORADIOLOGY,"27,423",3.825,0.02403,32661050,32675342,32816773,32883670,33023912,33033043,33122217,33243898,33272952,33310758
3323,TOTAL QUALITY MANAGEMENT & BUSINESS EXCELLENCE,"4,656",3.824,0.00207,10165482,10587600,10938970,11137800,21815741,26554335,27016498,28153372,30808047,9110655
3323,MEDIA PSYCHOLOGY,"2,552",3.824,0.00265,19768135,20376301,21546986,25431537,26190944,26366124,28255280,30886543,32863775,34421390
3325,Journal of Geophysical Research-Biogeosciences,"11,269",3.822,0.0139,11537855,11541126,11542298,30800557,31341754,32426203,32999796,33042720,33101822,33552823
3325,CONTINUUM MECHANICS AND THERMODYNAMICS,"2,267",3.822,0.00277,,,,,,,,,,
3327,HEREDITY,"10,968",3.821,0.0083,29976958,29980793,31189902,31189906,31189907,31189908,31189909,31189910,31189911,33060846
3327,International Journal of Logistics-Research and Applications,"1,673",3.821,0.00109,,,,,,,,,,
3329,International Journal of Geomechanics,"6,994",3.819,0.00894,,,,,,,,,,
3330,COMPUTERS & ELECTRICAL ENGINEERING,"6,703",3.818,0.00764,11803154,12098112,2289359,2289366,22985531,26934092,29366822,31006363,31635940,32985504
3330,Advances in the Study of Behavior,"1,357",3.818,0.00056,,,,,,,,,,
3330,Journal of Family Nursing,"1,174",3.818,0.00087,27619397,28795856,30719952,31476973,31702420,31738119,33143522,33272069,33283611,33283614
3330,Journal of Family Nursing,"1,174",3.818,0.00087,27619397,28795856,30719952,31476973,31702420,31738119,33143522,33272069,33283611,33283614
3334,Life-Basel,"1,851",3.817,0.00387,33466717,33477361,33477822,33671365,33915881,33920264,34073659,34208435,34209204,34357042
3334,MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,"4,542",3.817,0.00924,21777413,24490982,27451336,30129198,31234966,31239141,31910947,31942996,33322857,33411652
3336,INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,"4,819",3.816,0.00487,19079753,24319317,25190904,26834313,28373744,29203954,29755201,31130777,32834472,
3336,Personality and Mental Health,786,3.816,0.00157,24343963,26840032,27735136,28544496,30989832,31219231,31411004,32058671,32424943,32573068
3338,DESIGN AUTOMATION FOR EMBEDDED SYSTEMS,203,3.815,0.00022,,,,,,,,,,
3339,Population Space and Place,"3,318",3.814,0.00435,25332690,25642156,28356888,29937701,30140176,31007632,31130829,31244558,31244559,32148469
3340,ORE GEOLOGY REVIEWS,"14,843",3.809,0.01566,,,,,,,,,,
3340,FRESHWATER BIOLOGY,"17,185",3.809,0.00825,28956554,29937596,30127540,30853728,31447492,31787787,32612313,33288968,33288969,33510548
3342,Future Medicinal Chemistry,"5,923",3.808,0.00632,31280675,31581910,31902248,32031025,32483985,33243012,33275029,33295810,33319591,33487046
3343,MARINE CHEMISTRY,"11,297",3.807,0.00635,11538651,26412934,26644635,26806999,26924879,28148996,29167595,29515285,30983685,33442076
3344,NEUROLOGIC CLINICS,"3,097",3.806,0.00306,23186897,25037086,26515624,27720001,27720005,27886895,28410663,29655452,30072070,31563224
3344,GASTROENTEROLOGY CLINICS OF NORTH AMERICA,"2,805",3.806,0.00354,25667023,27837773,27837778,28164849,28164854,29173520,29413012,30337036,32389357,32389368
3344,Regenerative Medicine,"2,768",3.806,0.00244,28872416,29302339,29985779,30062921,30323950,30570390,30762487,30774984,31815001,32377381
3347,INTERNATIONAL JOURNAL OF ELECTRICAL ENGINEERING EDUCATION,485,3.804,0.00025,,,,,,,,,,
3348,Wiley Interdisciplinary Reviews-Energy and Environment,"1,132",3.803,0.00153,,,,,,,,,,
3348,Petroleum Exploration and Development,"4,738",3.803,0.0044,,,,,,,,,,
3350,Journal of Sexual Medicine,"13,915",3.802,0.01079,28424499,30837718,31171853,31235899,32286521,32409644,32576976,32683413,32778774,33311709
3350,IEEE TRANSACTIONS ON NEURAL SYSTEMS AND REHABILITATION ENGINEERING,"9,404",3.802,0.00984,,,,,,,,,,
3352,JOURNAL OF THE GEOLOGICAL SOCIETY,"10,847",3.8,0.00483,11539496,11539792,11541234,,,,,,,
3352,One Health,829,3.8,0.00156,28616472,28616496,28616503,31080867,32258351,32363229,32632377,33072836,33102678,33117875
3352,DM DISEASE-A-MONTH,951,3.8,0.0006,23410669,27344193,28826742,29329689,30293649,30837080,31582186,31806242,32532456,32868092
3352,Police Quarterly,"1,610",3.8,0.00111,28286406,30906188,30906189,,,,,,,
3352,Policy and Internet,798,3.8,0.00137,,,,,,,,,,
3357,Political Science Research and Methods,"1,170",3.798,0.00647,31402977,32549985,,,,,,,,
3358,ANNALS OF EPIDEMIOLOGY,"8,616",3.797,0.01121,30497932,30527803,30674431,30700392,30928320,32419765,32419766,32532368,32648546,33242596
3359,LAW AND HUMAN BEHAVIOR,"4,904",3.795,0.00392,,,,,,,,,,
3359,OCEAN ENGINEERING,"23,463",3.795,0.0247,,,,,,,,,,
3361,Road Materials and Pavement Design,"4,539",3.792,0.00441,,,,,,,,,,
3361,Career Development International,"2,848",3.792,0.00186,,,,,,,,,,
